president,subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,approve,disapprove,adjusted_approve,adjusted_disapprove,multiversions,tracking,url,poll_id,question_id,createddate,timestamp
Donald Trump,Voters,1/9/2018,5/3/2017,5/7/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.0713577,0,45,54,41.48569,53.07643,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49701,78034,5/8/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,5/3/2017,5/7/2017,Ipsos,A-,574,lv,.1374674,0,47.6,47,47.49552,45.36604,"",T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49708,78041,5/9/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,5/4/2017,5/6/2017,Morning Consult,"",1996,rv,.4969835,0,44,48,41.08618,50.43341,"","",https://morningconsult.com/2017/05/10/obamacare-support-gop-alternative-poll-finds/,49712,78053,5/10/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,5/4/2017,5/8/2017,Ipsos,A-,565,lv,.1355962,0,47.7,48.2,47.59552,46.56604,"",T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49707,78040,5/9/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,5/4/2017,5/8/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.2116775,0,46,54,42.48569,53.07643,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49705,78038,5/9/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,5/4/2017,5/9/2017,Quinnipiac University,A-,1078,rv,1.49706,0,36,58,38.65539,55.9414,"","",https://poll.qu.edu/national/release-detail?ReleaseID=2456,49715,78057,5/10/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,5/5/2017,5/9/2017,Ipsos,A-,553,lv,.1329701,0,47.3,48.8,47.19552,47.16603,"",T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49726,78075,5/14/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,5/7/2017,5/9/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.1139816,0,47,53,43.48569,52.07643,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49711,78052,5/10/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,5/6/2017,5/9/2017,YouGov,B,1287,rv,.841074,0,43,52,42.23995,52.60821,"","",http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/7gtsiw6kbg/econToplines.pdf,49713,78055,5/10/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,5/5/2017,5/11/2017,SurveyMonkey,C-,9190,rv,.5019335,0,45,55,42.92946,53.1148,"","",https://drive.google.com/file/d/0B83Vpfes67zfdF9UV2ExYWpMMkU/view,49720,78063,5/12/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,5/6/2017,5/10/2017,Ipsos,A-,563,lv,.1355654,0,45.4,50.7,45.29552,49.06604,"",T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49725,78074,5/14/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,5/7/2017,5/11/2017,Ipsos,A-,569,lv,.137146,0,48.8,47.4,48.69552,45.76604,"",T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49724,78073,5/14/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,5/8/2017,5/10/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.1115102,0,48,52,44.48569,51.07643,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49716,78058,5/11/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,5/9/2017,5/11/2017,Morning Consult,"",1731,rv,.3924117,0,45,47,42.08618,49.43341,"","",https://morningconsult.com/2017/05/11/partisanship-strong-factor-voters-stance-comey-firing/,49718,78060,5/12/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,5/8/2017,5/12/2017,Ipsos,A-,575,lv,.1386918,0,46.4,49.5,46.29552,47.86604,"",T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49736,78085,5/16/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,5/9/2017,5/11/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.1083663,0,45,55,41.48569,54.07643,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49719,78061,5/12/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,5/9/2017,5/13/2017,Ipsos,A-,565,lv,.1363437,0,45.6,49.9,45.49552,48.26604,"",T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49735,78084,5/16/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,5/10/2017,5/14/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.061471,0,44,56,40.48569,55.07643,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49728,78077,5/15/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,5/10/2017,5/14/2017,Ipsos,A-,549,lv,.1324958,0,45.3,50,45.19552,48.36604,"",T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49734,78083,5/16/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,5/11/2017,5/15/2017,Ipsos,A-,516,lv,.1245113,0,43.2,52.6,43.09552,50.96603,"",T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49733,78082,5/16/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,5/11/2017,5/15/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.1787488,0,43,57,39.48569,56.07643,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49730,78079,5/16/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,5/12/2017,5/14/2017,Public Policy Polling,B+,692,rv,1.095655,0,40,54,39.91742,53.92832,"","",http://www.publicpolicypolling.com/pdf/2017/PPP_Release_National_51617.pdf,49731,78080,5/16/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,5/12/2017,5/14/2017,Morning Consult,"",2001,rv,.4324403,0,43,51,40.08618,53.43341,"","",https://morningconsult.com/wp-content/uploads/2017/05/170507_crosstabs_Politico_v1_TB.pdf,49737,78094,5/17/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,5/12/2017,5/16/2017,Ipsos,A-,526,lv,.1268262,0,40,56,39.89552,54.36604,"",T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49749,78108,5/19/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,5/13/2017,5/16/2017,YouGov,B,1298,rv,.8478088,0,39,54,38.23995,54.60821,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/r7qogc932v/econTabReport.pdf,49739,78097,5/17/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,5/13/2017,5/17/2017,Monmouth University,A+,896,rv,1.884795,0,39,54,39.4008,54.96828,"","",https://www.monmouth.edu/polling-institute/reports/MonmouthPoll_US_051817/,49743,78102,5/18/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,5/13/2017,5/17/2017,Ipsos,A-,561,lv,.1350807,0,41.4,55.2,41.29552,53.56604,"",T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49748,78107,5/19/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,5/14/2017,5/16/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.0943162,0,44,56,40.48569,55.07643,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49738,78095,5/17/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,5/12/2017,5/18/2017,SurveyMonkey,C-,9114,rv,.4814667,0,41,58,38.92946,56.1148,"","",https://drive.google.com/file/d/0BztOs71zt1WpRGNsZFFuRWRUbHc/view,49750,78116,5/19/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,5/15/2017,5/17/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.092174,0,44,55,40.48569,54.07643,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49741,78099,5/18/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,5/14/2017,5/18/2017,Ipsos,A-,600,lv,.1442311,0,39.9,56.4,39.79552,54.76604,"",T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49747,78106,5/19/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,5/16/2017,5/18/2017,Morning Consult,"",1970,rv,.4434927,0,41,52,38.08618,54.43341,"","",https://morningconsult.com/2017/05/19/trumps-approval-sinks-amid-avalanche-bad-headlines/,49745,78104,5/19/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,5/15/2017,5/19/2017,Ipsos,A-,634,lv,.1521605,0,37.7,58,37.59552,56.36604,"",T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49762,78128,5/24/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,5/16/2017,5/18/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.2697312,0,44,56,40.48569,55.07643,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49744,78103,5/19/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,5/16/2017,5/20/2017,Ipsos,A-,644,lv,.1543547,0,38.1,57.6,37.99552,55.96603,"",T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49761,78127,5/24/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,5/17/2017,5/21/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.2635567,0,44,56,40.48569,55.07643,"","",http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49753,78119,5/22/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,5/17/2017,5/20/2017,Harris Interactive,C-,2006,rv,1.104611,0,45,55,42.66177,53.95638,"","",http://harvardharrispoll.com/wp-content/uploads/2017/05/HCAPS_HarrisPoll_May-Wave_Top-Line-Memo_Registered-Voters-Current-Affairs.pdf,49757,78123,5/23/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,5/17/2017,5/21/2017,Ipsos,A-,642,lv,.1537571,0,38.6,56.9,38.49552,55.26604,"",T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49760,78126,5/24/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,5/18/2017,5/22/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.2637911,0,46,54,42.48569,53.07643,"","",http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49756,78122,5/23/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,5/17/2017,5/23/2017,Quinnipiac University,A-,1404,rv,1.755955,0,37,55,39.65539,52.9414,"","",https://poll.qu.edu/national/release-detail?ReleaseID=2460,49767,78142,5/24/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,5/18/2017,5/22/2017,Morning Consult,"",1938,rv,.4644271,0,46,50,43.08618,52.43341,"","",https://morningconsult.com/2017/05/24/trump-arrests-slide-despite-concerns-russia-probe-comey-firing/,49765,78139,5/24/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,5/18/2017,5/22/2017,Ipsos,A-,601,lv,.1439084,0,36.1,58.3,35.99552,56.66603,"",T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49763,78130,5/24/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,5/19/2017,5/23/2017,Ipsos,A-,606,lv,.1451252,0,38.2,56.9,38.09552,55.26604,"",T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49793,78223,5/30/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,5/18/2017,5/23/2017,Garin-Hart-Yang / Global Strategy Group,"",1000,rv,1.21633,0,40,54,40.31113,54.57748,"","",https://www.scribd.com/document/349515537/Priorities-USA-New-Poll-Messaging-Guidance-on-Russia-Health-Care-Other-Issues-Affecting-Voters-Lives,50312,79048,10/10/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,5/21/2017,5/23/2017,Fox News,A,1011,rv,1.737712,0,40,53,39.55179,53.51475,"","",http://www.foxnews.com/politics/interactive/2017/05/24/fox-news-poll-may-24-2017.html,49780,78205,5/24/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,5/21/2017,5/23/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.0904948,0,48,52,44.48569,51.07643,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49759,78125,5/24/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,5/20/2017,5/24/2017,Ipsos,A-,600,lv,.1437395,0,40.1,55.3,39.99552,53.66603,"",T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49792,78222,5/30/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,5/19/2017,5/25/2017,SurveyMonkey,C-,9905,rv,.4946785,0,44,55,41.92946,53.1148,"","",https://drive.google.com/file/d/0BztOs71zt1WpU0tPNTMtYVJpOWc/view,49783,78210,5/26/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,5/20/2017,5/23/2017,YouGov,B,1276,rv,.8356887,0,40,53,39.23995,53.60821,"","",http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/7dq9dycdgv/econToplines.pdf,49764,78140,5/24/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,5/22/2017,5/24/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.0922532,0,48,52,44.48569,51.07643,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49781,78206,5/25/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,5/21/2017,5/25/2017,Ipsos,A-,593,lv,.1421245,0,41.1,54.6,40.99552,52.96603,"",T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49791,78221,5/30/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,5/23/2017,5/25/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.0939956,0,46,54,42.48569,53.07643,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49786,78213,5/27/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,5/22/2017,5/26/2017,Ipsos,A-,685,lv,.1642606,0,40.5,55.4,40.39552,53.76604,"",T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49799,78236,5/30/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,5/23/2017,5/27/2017,Ipsos,A-,699,lv,.1678209,0,42.5,54.1,42.39552,52.46603,"",T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49798,78235,5/30/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,5/24/2017,5/28/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.0580687,0,45,55,41.48569,54.07643,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49789,78216,5/29/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,5/24/2017,5/28/2017,Ipsos,A-,667,lv,.1604516,0,43,53.5,42.89552,51.86604,"",T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49797,78234,5/30/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,5/25/2017,5/29/2017,Ipsos,A-,652,lv,.1572552,0,42.9,53.7,42.79552,52.06604,"",T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49796,78233,5/30/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,5/25/2017,5/29/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.1738072,0,44,56,40.48569,55.07643,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49794,78227,5/30/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,5/25/2017,5/30/2017,Morning Consult,"",1991,rv,.5866469,0,45,51,42.08618,53.43341,"","",http://www.politico.com/story/2017/05/31/trump-impeach-polling-238947,49803,78246,5/31/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,5/26/2017,5/30/2017,Ipsos,A-,655,lv,.1585097,0,41.7,54.8,41.59552,53.16603,"",T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49813,78264,6/3/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,5/27/2017,5/31/2017,Ipsos,A-,546,lv,.1326739,0,42.4,54.7,42.29552,53.06604,"",T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49812,78263,6/3/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,5/27/2017,5/30/2017,YouGov,B,1269,rv,.8316832,0,40,53,39.23995,53.60821,"","",http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/asu1jxqnot/econToplines.pdf,49801,78247,5/31/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,5/28/2017,5/30/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.0946614,0,43,57,39.48569,56.07643,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49800,78243,5/31/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,5/26/2017,6/1/2017,SurveyMonkey,C-,10068,rv,.4716854,0,43,56,40.92946,54.1148,"","",https://drive.google.com/file/d/0B83Vpfes67zfT0JZUi1LOXlYelU/view,49808,78256,6/2/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,5/28/2017,5/31/2017,McLaughlin & Associates,C-,1000,lv,.8927067,0,47,51,43.75669,52.83852,"","",http://mclaughlinonline.com/2017/11/16/ma-national-survey-results-11-14-17/,50464,79632,11/16/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,5/28/2017,6/1/2017,Ipsos,A-,528,lv,.1288418,0,39.6,57.6,39.49552,55.96603,"",T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49811,78262,6/3/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,5/29/2017,5/31/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.0928257,0,43,57,39.48569,56.07643,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49805,78252,6/1/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,5/29/2017,6/2/2017,Ipsos,A-,520,lv,.1274356,0,39.1,58.7,38.99552,57.06604,"",T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49821,78280,6/6/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,5/30/2017,6/1/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.0901259,0,44,56,40.48569,55.07643,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49807,78254,6/2/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,5/30/2017,6/3/2017,Ipsos,A-,575,lv,.1415356,0,40.9,57.6,40.79552,55.96603,"",T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49820,78278,6/6/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,5/31/2017,6/4/2017,Ipsos,A-,669,lv,.1654646,0,40.4,58.2,40.29552,56.56604,"",T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49819,78277,6/6/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,6/1/2017,6/2/2017,Morning Consult,"",1999,rv,.6735225,0,44,52,41.08618,54.43341,"","",http://www.politico.com/story/2017/06/07/donald-trump-twitter-poll-239222,49824,78289,6/7/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,5/31/2017,6/4/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.0507013,0,46,54,42.48569,53.07643,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49815,78269,6/5/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,5/31/2017,6/6/2017,Quinnipiac University,A-,1361,rv,1.779769,0,34,57,36.65539,54.9414,"","",https://poll.qu.edu/national/release-detail?ReleaseID=2462,49828,78292,6/7/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,6/1/2017,6/5/2017,Ipsos,A-,663,lv,.1649289,0,40.8,57.6,40.69552,55.96603,"",T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49822,78276,6/6/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,6/1/2017,6/5/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.1467071,0,46,54,42.48569,53.07643,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49817,78271,6/6/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,6/2/2017,6/6/2017,Ipsos,A-,653,lv,.1635404,0,41,57.3,40.89552,55.66603,"",T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49836,78304,6/9/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,6/3/2017,6/7/2017,Ipsos,A-,652,lv,.1645151,0,40.5,56.6,40.39552,54.96603,"",T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49835,78303,6/9/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,6/2/2017,6/8/2017,SurveyMonkey,C-,11438,rv,.4804062,0,43,56,40.92946,54.1148,"","",https://drive.google.com/file/d/0BztOs71zt1WpNTBuS0l6b0lSSkE/view,49837,78309,6/9/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,6/4/2017,6/6/2017,YouGov,B,1288,rv,.8417493,0,40,56,39.23995,56.60821,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/lssamz3o6b/econTabReport.pdf,49825,78290,6/7/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,6/4/2017,6/6/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.2282753,0,45,55,41.48569,54.07643,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49823,78285,6/7/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,6/4/2017,6/8/2017,Ipsos,A-,576,lv,.1465303,0,38.9,57.4,38.79552,55.76604,"",T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49834,78302,6/9/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,6/5/2017,6/7/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.2245143,0,46,54,42.48569,53.07643,"","",http://www.rasmussenreports.com/public_content/politics/trump_administration/prez_track_jun8,49831,78296,6/8/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,6/5/2017,6/9/2017,Ipsos,A-,452,lv,.1159663,0,42.3,53.4,42.19552,51.76604,"",T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49848,78325,6/13/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,6/6/2017,6/8/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.2233694,0,46,54,42.48569,53.07643,"","",http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49832,78297,6/9/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,6/6/2017,6/10/2017,Ipsos,A-,415,lv,.1073311,0,41,55,40.89552,53.36604,"",T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49847,78324,6/13/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,6/7/2017,6/11/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.2256521,0,46,54,42.48569,53.07643,"","",http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49840,78312,6/12/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,6/7/2017,6/11/2017,Ipsos,A-,412,lv,.1073367,0,40,56,39.89552,54.36604,"",T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49846,78323,6/13/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,6/9/2017,6/11/2017,Public Policy Polling,B+,811,rv,1.245074,0,41,52,40.91742,51.92832,"","",http://www.publicpolicypolling.com/pdf/2017/PPP_Release_National_61217.pdf,49842,78315,6/12/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,6/8/2017,6/12/2017,Ipsos,A-,383,lv,.1004598,0,43,54,42.89552,52.36604,"",T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49845,78322,6/13/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,6/8/2017,6/12/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.1374523,0,43,57,39.48569,56.07643,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49843,78316,6/13/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,6/9/2017,6/13/2017,Ipsos,A-,383,lv,.1010732,0,43,54,42.89552,52.36604,"",T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49861,78344,6/16/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,6/9/2017,6/12/2017,Zogby Interactive/JZ Analytics,C-,1031,lv,.9010068,0,41,55,39.79985,55.8541,"","",https://www.zogbyanalytics.com/news/776-the-zogby-poll-trump-supporters-dump-trump,49863,78352,6/16/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,6/11/2017,6/13/2017,YouGov,B,1310,rv,.8530447,0,42,51,41.23995,51.60821,"","",http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/hgxekha279/econToplines.pdf,49850,78333,6/14/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,6/10/2017,6/14/2017,Ipsos,A-,398,lv,.1055922,0,42,56,41.89552,54.36604,"",T,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,49860,78343,6/16/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,6/9/2017,6/15/2017,SurveyMonkey,C-,15165,rv,.5814466,0,45,54,42.92946,52.1148,"","",https://drive.google.com/file/d/0BztOs71zt1WpYUd6eDV6SGs1Z28/view,49864,78354,6/16/2017,09:31:34  9 Jan 2018
Donald Trump,Voters,1/9/2018,6/11/2017,6/13/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.0790851,0,45,55,41.48569,54.07643,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49849,78330,6/14/2017,09:31:34  9 Jan 2018
